drug,prot,score
ZINC000005850277,Q27686,85265.3
ZINC000100051400,Q4QBL1,8527.22
ZINC000100051402,Q4QBL1,8527.22
ZINC000001481747,Q4QHJ8,8527.36
ZINC000001678302,Q4QHJ8,8527.36
ZINC000000001886,Q4QHJ8,85276.53
ZINC000001633889,P48499,8528.75
ZINC000001633887,P48499,8528.75
ZINC000017285869,P48499,8528.75
ZINC000017285872,P48499,8528.75
ZINC000000057674,Q27686,85290.95
ZINC000008214943,O15826,853.13
ZINC000000020220,Q27686,853.26
ZINC000012402850,O15826,853.92
ZINC000003833876,O15826,853.92
ZINC000003984042,O15826,853.92
ZINC000012402849,O15826,853.92
ZINC000000057001,P48499,85301.53
ZINC000000621893,Q4QHJ8,85301.81
ZINC000018115268,Q27686,8531.68
ZINC000003651516,O97193,8535.82
ZINC000003651513,O97193,8535.82
ZINC000003651514,O97193,8535.82
ZINC000095618891,P48499,85360.09
ZINC000030731184,P48499,85377.52
ZINC000030731188,P48499,85377.52
ZINC000030731193,P48499,85377.52
ZINC000030731196,P48499,85377.52
ZINC000022060698,Q27686,8539.75
ZINC000022060701,Q27686,8539.75
ZINC000022060695,Q27686,8539.75
ZINC000022060704,Q27686,8539.75
ZINC000002019929,O97193,85395.06
ZINC000003979156,Q27686,85398.52
ZINC000199517773,Q4QHJ8,854.18
ZINC000004217399,O97193,854.18
ZINC000000003742,Q4QHJ8,854.21
ZINC000095618745,Q4QHJ8,854.68
ZINC000095618746,Q4QHJ8,854.68
ZINC000004213449,O97193,854061.2
ZINC000003830394,Q4QHJ8,8541.05
ZINC000000001382,P48499,85420.0
ZINC000095618868,Q4QHJ8,85421.87
ZINC000095618869,Q4QHJ8,85421.87
ZINC000000016154,Q4QHJ8,85434.26
ZINC000100071256,Q4QHJ8,8544.85
ZINC000001542907,Q4QHJ8,8544.85
ZINC000100007011,Q4QHJ8,8544.85
ZINC000002563085,Q27686,8547.26
ZINC000072318121,Q4QBL1,855.38
ZINC000021981371,P48499,855.5
ZINC000100053320,Q6TUJ5,8551.04
ZINC000100090728,Q6TUJ5,8551.04
ZINC000095618849,P48499,8553.12
ZINC000001483896,Q27686,8555.16
ZINC000022060259,Q4QHJ8,8556.3
ZINC000169362009,Q27686,8557.59
ZINC000169362009,P48499,8559.04
ZINC000100353864,P48499,856.66
ZINC000008214363,P48499,856.66
ZINC000008214360,P48499,856.66
ZINC000014263142,P48499,856.66
ZINC000100353857,P48499,856.66
ZINC000003990451,O97193,856.66
ZINC000031456738,O97193,856.85
ZINC000018096411,Q27686,85613.04
ZINC000055161176,Q27686,85614.36
ZINC000002170227,Q27686,85619.44
ZINC000002170224,Q27686,85619.44
ZINC000000114124,P48499,85630.81
ZINC000000114127,P48499,85630.81
ZINC000095619100,Q4QBL1,85642.75
ZINC000095619101,Q4QBL1,85642.75
ZINC000003860857,Q6TUJ5,85661.19
ZINC000000004531,Q6TUJ5,8568.54
ZINC000001645453,Q6TUJ5,8568.54
ZINC000000537964,Q27686,857.15
ZINC000000897089,Q27686,857.15
ZINC000000897085,Q27686,857.15
ZINC000003874185,Q27686,857.15
ZINC000100371951,Q6TUJ5,857.31
ZINC000261494571,O97193,857.61
ZINC000261494570,O97193,857.61
ZINC000095618719,O97193,857.61
ZINC000261494572,O97193,857.61
ZINC000013986658,Q4QHJ8,8570.35
ZINC000001542901,Q27686,85715.38
ZINC000002032320,Q27686,85715.38
ZINC000001530757,P48499,857304.36
ZINC000238850855,Q4QBL1,8574.37
ZINC000238850854,Q4QBL1,8574.37
ZINC000238850853,Q4QBL1,8574.37
ZINC000238850852,Q4QBL1,8574.37
ZINC000009164421,Q6TUJ5,8575.27
ZINC000003831578,P48499,8575.74
ZINC000000608117,P48499,8575.74
ZINC000100090021,Q4QHJ8,8576.34
ZINC000030731290,Q4QBL1,8576.83
ZINC000001849666,Q4QBL1,85773.93
ZINC000001530244,Q4QBL1,85784.86
ZINC000001693431,Q27686,85790.13
ZINC000026251015,P48499,858.11
ZINC000002001884,O15826,858.25
ZINC000003813069,O15826,858.25
ZINC000084397769,O15826,858.34
ZINC000001530636,Q6TUJ5,858.4
ZINC000095618775,Q6TUJ5,858.68
ZINC000000901351,Q4QBL1,8580.17
ZINC000000000099,Q27686,8581.47
ZINC000000156801,Q27686,8581.47
ZINC000000007368,Q4QBL1,8589.2
ZINC000252286763,O15826,859.19
ZINC000002522694,P48499,859.38
ZINC000001545566,O97193,859.43
ZINC000009293928,O97193,859.43
ZINC000096006019,Q6TUJ5,859.62
ZINC000169304823,Q6TUJ5,859.62
ZINC000096095661,Q6TUJ5,859.62
ZINC000022055046,Q27686,85909.28
ZINC000001577120,O97193,8591.62
ZINC000003786192,Q4QHJ8,8592.2
ZINC000004475353,Q4QHJ8,8592.2
ZINC000169621228,Q27686,8596.74
ZINC000685933138,Q27686,8596.74
ZINC000261527202,Q27686,8596.74
ZINC000004217475,O97193,8596.81
ZINC000000002273,Q27686,85968.63
ZINC000000000469,Q27686,85968.63
ZINC000095618615,Q27686,85991.57
ZINC000084316941,Q27686,85991.57
ZINC000000000509,P48499,86.03
ZINC000000968310,P48499,86.03
ZINC000003881958,Q4QBL1,86.04
ZINC000003920657,O97193,86.23
ZINC000000073711,O97193,86.27
ZINC000253632968,Q4QHJ8,86.39
ZINC000164760756,Q4QHJ8,86.39
ZINC000164760874,Q4QHJ8,86.39
ZINC000008655696,O97193,86.42
ZINC000003874857,Q27686,86.53
ZINC000003830792,O15826,86.61
ZINC000002572372,O15826,86.61
ZINC000083294653,O15826,86.61
ZINC000009212324,O15826,86.61
ZINC000095618854,O15826,86.61
ZINC000003812897,O15826,86.61
ZINC000230123380,O15826,86.61
ZINC000261494559,O15826,86.61
ZINC000003830790,O15826,86.61
ZINC000021983537,O97193,86.83
ZINC000019632891,O97193,86.83
ZINC000100051205,O15826,86.99
ZINC000003806721,O15826,86.99
ZINC000299888598,O15826,860.59
ZINC000030731223,Q27686,860.89
ZINC000003794622,Q4QBL1,860.94
ZINC000000603195,Q4QBL1,860.94
ZINC000000057501,O97193,8600.24
ZINC000000001239,Q27686,86000.82
ZINC000000537752,Q27686,8603.12
ZINC000000897103,Q27686,8603.57
ZINC000000897095,Q27686,8603.57
ZINC000000897102,Q27686,8603.57
ZINC000100051348,Q27686,8603.57
ZINC000000137884,Q27686,8604.85
ZINC000018167382,Q4QBL1,86074.79
ZINC000002570877,Q6TUJ5,86083.2
ZINC000001883067,O97193,8609.27
ZINC000012358719,O97193,86090.01
ZINC000004228257,O97193,861.12
ZINC000013585233,O97193,861.12
ZINC000000895154,O97193,861.12
ZINC000002539827,O97193,861.12
ZINC000004228258,O97193,861.12
ZINC000018059633,O97193,861.12
ZINC000095618675,O97193,861.39
ZINC000022116608,P48499,861.72
ZINC000022116612,P48499,861.72
ZINC000001842633,P48499,861.77
ZINC000002008393,Q6TUJ5,8611.38
ZINC000002008391,Q6TUJ5,8611.38
ZINC000002008392,Q6TUJ5,8611.38
ZINC000002008394,Q6TUJ5,8611.38
ZINC000003938744,P48499,8612.72
ZINC000100002769,Q4QHJ8,8613.81
ZINC000000246606,Q4QHJ8,8613.81
ZINC000100002768,Q4QHJ8,8613.81
ZINC000003651516,Q27686,86139.74
ZINC000003651514,Q27686,86139.74
ZINC000003651513,Q27686,86139.74
ZINC000000538386,Q27686,8614.14
ZINC000006827693,Q6TUJ5,86173.04
ZINC000084386263,Q27686,8618.2
ZINC000095618881,Q27686,862.24
ZINC000095618882,Q27686,862.24
ZINC000095618880,Q27686,862.24
ZINC000095618883,Q27686,862.24
ZINC000095618634,Q4QBL1,862.38
ZINC000095618636,Q4QBL1,862.38
ZINC000013540864,Q4QBL1,862.38
ZINC000012859773,P48499,86200.01
ZINC000013543111,Q27686,8622.4
ZINC000000057480,P48499,86226.42
ZINC000001530572,O97193,8623.01
ZINC000100051405,Q4QHJ8,8623.25
ZINC000100051398,Q4QHJ8,8623.25
ZINC000000001441,Q27686,86230.77
ZINC000000601317,Q6TUJ5,8624.73
ZINC000252441679,Q4QBL1,863.67
ZINC000000006251,O15826,863.82
ZINC000000968326,Q4QBL1,8631.74
ZINC000000968327,Q4QBL1,8631.74
ZINC000001531008,Q4QBL1,86336.59
ZINC000011677901,O15826,8635.2
ZINC000011677890,O15826,8635.2
ZINC000011677894,O15826,8635.2
ZINC000001538318,Q4QHJ8,86377.55
ZINC000100054497,Q4QHJ8,864.49
ZINC000095618772,Q4QHJ8,864.49
ZINC000100054500,Q4QHJ8,864.49
ZINC000104387314,Q4QHJ8,864.49
ZINC000100054502,Q4QHJ8,864.49
ZINC000100054503,Q4QHJ8,864.49
ZINC000001530937,Q4QHJ8,86408.19
ZINC000247316127,Q27686,86417.87
ZINC000001843030,Q27686,8643.24
ZINC000001843029,Q27686,8643.24
ZINC000000020231,Q4QHJ8,86446.15
ZINC000003806262,P48499,8645.14
ZINC000000057480,O97193,8645.58
ZINC000000132448,Q4QHJ8,8647.0
ZINC000000391789,Q4QBL1,86487.35
ZINC000008383239,Q27686,86488.58
ZINC000002016032,Q27686,86488.58
ZINC000000113378,P48499,8649.53
ZINC000000113382,P48499,8649.53
ZINC000000113389,P48499,8649.53
ZINC000000113386,P48499,8649.53
ZINC000000602632,P48499,865.11
ZINC000006117169,O97193,865.42
ZINC000005159763,Q4QHJ8,8650.63
ZINC000019875504,Q4QBL1,8651.41
ZINC000000057204,Q4QHJ8,8651.95
ZINC000000000404,Q4QHJ8,8652.41
ZINC000001678303,Q4QHJ8,8652.41
ZINC000000000490,Q6TUJ5,86526.1
ZINC000006716957,O15826,8655.73
ZINC000095617655,P48499,86567.25
ZINC000095617656,P48499,86567.25
ZINC000003871891,Q27686,866.03
ZINC000005783214,O15826,866.3
ZINC000014880002,Q4QBL1,866.32
ZINC000003978005,Q4QBL1,866.32
ZINC000036401969,O97193,866.46
ZINC000036401970,O97193,866.46
ZINC000031544837,O15826,866.62
ZINC000031544846,O15826,866.62
ZINC000031544850,O15826,866.62
ZINC000031544842,O15826,866.62
ZINC000004215255,Q4QBL1,866.85
ZINC000000002647,Q6TUJ5,8662.98
ZINC000000113398,Q6TUJ5,8662.98
ZINC000006095839,Q6TUJ5,866576.37
ZINC000000538198,Q6TUJ5,8669.09
ZINC000005764335,P48499,8669.4
ZINC000095618876,Q4QHJ8,867.79
ZINC000100054019,Q4QHJ8,86744.41
ZINC000004214391,Q4QHJ8,868.45
ZINC000009111944,Q4QHJ8,868.45
ZINC000229983969,Q4QHJ8,868.57
ZINC000000000242,Q6TUJ5,86813.29
ZINC000007997952,Q6TUJ5,86813.29
ZINC000003869657,Q27686,86815.58
ZINC000000119268,Q27686,86844.56
ZINC000019364228,P48499,8688.85
ZINC000019364226,P48499,8688.85
ZINC000011330186,Q4QHJ8,869.08
ZINC000038140873,P48499,86905.23
ZINC000100036955,P48499,86905.23
ZINC000100036957,P48499,86905.23
ZINC000043763856,P48499,86905.23
ZINC000100052205,P48499,86905.23
ZINC000038140872,P48499,86905.23
ZINC000031623149,Q6TUJ5,8692.44
ZINC000000901159,P48499,86942.45
ZINC000070466416,Q4QBL1,8695.31
ZINC000095618733,P48499,8697.11
ZINC000095618735,P48499,8697.11
ZINC000095618734,P48499,8697.11
ZINC000095618736,P48499,8697.11
ZINC000014879975,Q6TUJ5,86974.72
ZINC000018043251,Q6TUJ5,86979.69
ZINC000100006770,O97193,8698.04
ZINC000003977952,Q27686,8698.52
ZINC000003807917,O97193,87.03
ZINC000034886826,O97193,87.03
ZINC000043710727,O97193,87.03
ZINC000009228233,O97193,87.03
ZINC000253497554,O97193,87.03
ZINC000060325170,Q27686,87.05
ZINC000261494614,O97193,87.15
ZINC000261494613,O97193,87.15
ZINC000100054758,O97193,87.15
ZINC000100054760,O97193,87.15
ZINC000043174901,Q4QHJ8,87.26
ZINC000003992480,Q6TUJ5,87.26
ZINC000004084618,Q4QBL1,87.52
ZINC000001532514,O15826,87.55
ZINC000003629718,O15826,87.66
ZINC000004214772,O15826,87.68
ZINC000004097305,Q27686,87.69
ZINC000000389149,Q4QBL1,87.77
ZINC000000000494,Q4QBL1,87.77
ZINC000095618739,Q6TUJ5,87.79
ZINC000095618740,Q6TUJ5,87.79
ZINC000013520815,Q27686,87.81
ZINC000145401681,O15826,87.82
ZINC000100074252,O15826,87.82
ZINC000011677911,O97193,87.83
ZINC000043606386,Q4QBL1,87.85
ZINC000000000023,Q27686,87.92
ZINC000000086599,Q27686,87.92
ZINC000095617649,O15826,87.95
ZINC000014210642,Q4QBL1,87.95
ZINC000095617650,O15826,87.95
ZINC000034401276,Q4QHJ8,870.14
ZINC000004217466,Q4QHJ8,870.23
ZINC000100036924,Q27686,870.24
ZINC000030731319,Q4QHJ8,870.6
ZINC000000057198,O97193,870.7
ZINC000000014669,Q4QBL1,870.97
ZINC000003616630,Q4QBL1,870.97
ZINC000002559943,Q4QBL1,870.97
ZINC000000014551,Q4QBL1,870.97
ZINC000030691754,O97193,8700.38
ZINC000000001585,Q27686,87011.21
ZINC000000013936,Q27686,8702.28
ZINC000000621828,Q4QBL1,87041.02
ZINC000000621833,Q4QBL1,87041.02
ZINC000053683345,Q27686,8705.24
ZINC000000643046,Q4QHJ8,8705.28
ZINC000000156836,Q6TUJ5,87050.58
ZINC000000000487,Q6TUJ5,87050.58
ZINC000001694184,P48499,87067.59
ZINC000004428529,Q27686,8707.64
ZINC000003830932,Q4QHJ8,87086.14
ZINC000003830931,Q4QHJ8,87086.14
ZINC000003881421,P48499,8709.13
ZINC000000000096,O97193,871.09
ZINC000000896455,O97193,871.09
ZINC000095537874,Q27686,871.5
ZINC000000967189,O15826,87117.41
ZINC000003830445,Q27686,8714.57
ZINC000000000315,Q27686,8715.88
ZINC000000156820,Q27686,8715.88
ZINC000000000797,Q6TUJ5,87157.02
ZINC000005159763,Q4QBL1,8716.95
ZINC000004097383,O97193,8717.09
ZINC000004097404,O97193,8717.09
ZINC000000001950,Q4QHJ8,8719.88
ZINC000022060380,Q4QHJ8,872.11
ZINC000022060383,Q4QHJ8,872.11
ZINC000255977092,Q4QHJ8,872.44
ZINC000255977094,Q4QHJ8,872.44
ZINC000255977093,Q4QHJ8,872.44
ZINC000096006012,Q4QHJ8,872.44
ZINC000000004448,Q4QBL1,872.49
ZINC000000075126,Q4QBL1,872.49
ZINC000000601301,P48499,872.66
ZINC000000897222,P48499,872.66
ZINC000000057262,P48499,872.74
ZINC000000057261,P48499,872.74
ZINC000001530659,Q4QBL1,872.76
ZINC000001530660,Q4QBL1,872.76
ZINC000095618711,O15826,872.97
ZINC000095618710,O15826,872.97
ZINC000095803296,O97193,8721.08
ZINC000095803295,O97193,8721.08
ZINC000004038341,Q4QHJ8,8721.62
ZINC000003978029,Q4QHJ8,8721.62
ZINC000003978028,Q4QHJ8,8721.62
ZINC000008552275,Q4QHJ8,8721.62
ZINC000002516902,Q27686,87225.76
ZINC000070466416,Q27686,8723.8
ZINC000001408068,Q27686,87233.9
ZINC000000389291,Q6TUJ5,87236.96
ZINC000084758479,Q6TUJ5,8726.2
ZINC000000001735,Q4QHJ8,87276.24
ZINC000100043983,Q6TUJ5,87280.46
ZINC000002510775,Q27686,87296.85
ZINC000003643421,Q27686,87296.85
ZINC000002525883,Q27686,87296.85
ZINC000003643419,Q27686,87296.85
ZINC000095618742,O15826,873.7
ZINC000095618741,O15826,873.7
ZINC000003816292,O97193,873.74
ZINC000001542910,Q6TUJ5,87304.9
ZINC000095618609,Q4QHJ8,8732.12
ZINC000002015244,O15826,8732.31
ZINC000000608085,O15826,8732.31
ZINC000004212161,O97193,8736.63
ZINC000002015965,O97193,8736.63
ZINC000001532805,Q4QHJ8,8737.38
ZINC000008655696,Q6TUJ5,8737.79
ZINC000000000346,Q6TUJ5,8738.29
ZINC000000896968,Q6TUJ5,8738.29
ZINC000000896958,Q6TUJ5,8738.29
ZINC000000968301,Q6TUJ5,8738.29
ZINC000001532673,Q27686,8739.33
ZINC000006095281,Q4QHJ8,874.47
ZINC000095618799,Q4QBL1,874.57
ZINC000095618798,Q4QBL1,874.57
ZINC000261494643,Q4QBL1,874.57
ZINC000261494644,Q4QBL1,874.57
ZINC000008214542,Q4QHJ8,8741.15
ZINC000014969354,Q27686,8741.78
ZINC000100038281,Q4QHJ8,8745.67
ZINC000169621196,Q4QHJ8,8745.67
ZINC000014514079,Q4QHJ8,8745.67
ZINC000169621195,Q4QHJ8,8745.67
ZINC000238730560,Q4QHJ8,8745.67
ZINC000238730561,Q4QHJ8,8745.67
ZINC000003872863,Q4QHJ8,8745.67
ZINC000169621197,Q4QHJ8,8745.67
ZINC000100038287,Q4QHJ8,8745.67
ZINC000004097413,Q4QHJ8,8745.67
ZINC000005116499,Q4QBL1,8747.5
ZINC000013282290,Q4QBL1,8747.5
ZINC000000967474,O97193,8748.32
ZINC000000967473,O97193,8748.32
ZINC000000000746,Q27686,87494.81
ZINC000000002281,Q27686,87494.81
ZINC000077874208,Q27686,8750.79
ZINC000006661227,P48499,87519.98
ZINC000095618728,Q4QBL1,8752.56
ZINC000001693386,Q4QBL1,87531.32
ZINC000001539579,Q27686,8754.04
ZINC000013536586,O15826,8754.55
ZINC000001698105,Q4QBL1,8754.62
ZINC000003873296,Q4QHJ8,87562.08
ZINC000003873295,Q4QHJ8,87562.08
ZINC000002528509,Q6TUJ5,8757.07
ZINC000002526388,Q6TUJ5,8757.07
ZINC000224657532,Q4QHJ8,876.41
ZINC000003812960,O97193,876.91
ZINC000003872952,O97193,876.91
ZINC000000120286,Q4QHJ8,8760.47
ZINC000013682481,Q27686,8763.4
ZINC000053174604,Q6TUJ5,8764.6
ZINC000002510775,Q4QHJ8,87656.73
ZINC000003643419,Q4QHJ8,87656.73
ZINC000002525883,Q4QHJ8,87656.73
ZINC000003643421,Q4QHJ8,87656.73
ZINC000003990451,Q4QHJ8,8768.47
ZINC000000001148,Q4QHJ8,8768.49
ZINC000000001331,Q4QHJ8,8768.49
ZINC000002040210,Q4QHJ8,8769.76
ZINC000002040211,Q4QHJ8,8769.76
ZINC000003830932,Q27686,87694.66
ZINC000003830931,Q27686,87694.66
ZINC000001720764,Q4QBL1,87696.58
ZINC000003794794,Q4QBL1,877.02
ZINC000003798537,Q4QBL1,877.22
ZINC000003629718,Q4QBL1,877.57
ZINC000000012342,Q27686,87747.44
ZINC000001850508,Q4QBL1,8775.77
ZINC000004654886,Q4QHJ8,87754.18
ZINC000001063081,Q4QHJ8,87771.24
ZINC000011677890,Q4QBL1,87774.71
ZINC000011677901,Q4QBL1,87774.71
ZINC000011677894,Q4QBL1,87774.71
ZINC000095803295,Q4QBL1,8778.3
ZINC000095803296,Q4QBL1,8778.3
ZINC000253632968,Q6TUJ5,878.23
ZINC000164760874,Q6TUJ5,878.23
ZINC000164760756,Q6TUJ5,878.23
ZINC000000002272,O15826,878.56
ZINC000000005560,O15826,878.56
ZINC000017653974,Q27686,878.68
ZINC000008214421,Q27686,878.68
ZINC000001850377,P48499,8780.13
ZINC000002032615,P48499,8780.13
ZINC000001850374,P48499,8780.13
ZINC000001850376,P48499,8780.13
ZINC000000132448,Q27686,8781.93
ZINC000000968266,Q6TUJ5,87821.75
ZINC000000001601,Q27686,87830.04
ZINC000000968277,Q27686,87857.05
ZINC000000968279,Q27686,87857.05
ZINC000000968276,Q27686,87857.05
ZINC000000968278,Q27686,87857.05
ZINC000000164358,Q27686,87870.07
ZINC000018107429,P48499,87885.32
ZINC000019156872,Q4QHJ8,878905.27
ZINC000001846418,Q4QHJ8,879.21
ZINC000000213065,O15826,879.39
ZINC000003830427,Q4QHJ8,879.42
ZINC000003830428,Q4QHJ8,879.42
ZINC000000538065,Q4QHJ8,879.44
ZINC000000901335,Q4QBL1,879.74
ZINC000002005305,Q27686,8790.69
ZINC000002572666,Q27686,8790.69
ZINC000004228266,Q27686,8790.69
ZINC000004228267,Q27686,8790.69
ZINC000022058301,Q4QHJ8,8790.99
ZINC000248065211,Q4QHJ8,8790.99
ZINC000248065217,Q4QHJ8,8790.99
ZINC000000254441,Q27686,87909.54
ZINC000012484909,Q4QBL1,8792.17
ZINC000030731143,O97193,8792.61
ZINC000000537822,Q6TUJ5,8793.78
ZINC000013744633,P48499,8794.41
ZINC000013744635,P48499,8794.41
ZINC000000001377,P48499,87946.03
ZINC000000057537,Q4QBL1,8798.32
ZINC000000113446,Q4QBL1,8799.59
ZINC000095617647,O15826,88.0
ZINC000261494645,O15826,88.0
ZINC000261494646,O15826,88.0
ZINC000100051471,Q4QHJ8,88.03
ZINC000100051467,Q4QHJ8,88.03
ZINC000885764928,O97193,88.08
ZINC000203757351,O97193,88.08
ZINC000000901335,O15826,88.09
ZINC000001678599,O15826,88.11
ZINC000001481908,O15826,88.11
ZINC000230123065,O97193,88.18
ZINC000229984288,O97193,88.18
ZINC000095618777,O97193,88.31
ZINC000000155694,O97193,88.33
ZINC000100008275,O97193,88.33
ZINC000150338699,P48499,88.35
ZINC000044020714,Q27686,88.36
ZINC000261494684,Q27686,88.36
ZINC000033587910,Q27686,88.36
ZINC000033963989,Q27686,88.36
ZINC000031622970,Q27686,88.36
ZINC000031622969,Q27686,88.36
ZINC000011615926,Q4QHJ8,88.43
ZINC000011615927,Q4QHJ8,88.43
ZINC000011615928,Q4QHJ8,88.43
ZINC000003920719,Q4QHJ8,88.43
ZINC000001542933,Q4QHJ8,88.43
ZINC000014879992,O97193,88.5
ZINC000019632713,P48499,88.53
ZINC000019632718,P48499,88.53
ZINC000261494612,Q27686,88.68
ZINC000095892888,O15826,88.76
ZINC000029210629,Q4QHJ8,88.78
ZINC000004215367,Q4QHJ8,88.78
ZINC000003830564,Q4QHJ8,88.78
ZINC000003775140,Q4QHJ8,88.78
ZINC000261494580,O97193,88.79
ZINC000095618709,O97193,88.79
ZINC000100054252,O97193,88.79
ZINC000261494577,O97193,88.79
ZINC000261494579,O97193,88.79
ZINC000095618708,O97193,88.79
ZINC000261494578,O97193,88.79
ZINC000100054255,O97193,88.79
ZINC000006019913,Q4QBL1,88.81
ZINC000013527467,Q4QBL1,88.81
ZINC000169748244,P48499,88.84
ZINC000003803652,O97193,88.9
ZINC000261494581,O97193,88.91
ZINC000261494569,O97193,88.91
ZINC000001530886,Q27686,880.63
ZINC000040165222,O97193,88013.17
ZINC000055161806,Q6TUJ5,8804.28
ZINC000004474405,Q6TUJ5,8804.31
ZINC000009164421,P48499,8804.73
ZINC000003830434,Q27686,8804.86
ZINC000001843029,Q4QHJ8,8805.75
ZINC000001843030,Q4QHJ8,8805.75
ZINC000003833824,Q4QHJ8,88058.21
ZINC000000057340,P48499,88077.36
ZINC000000057341,P48499,88077.36
ZINC000053006806,Q6TUJ5,8808.77
ZINC000004468778,Q4QHJ8,881.1
ZINC000000538550,Q4QHJ8,881.31
ZINC000001530567,P48499,8810.12
ZINC000001530568,P48499,8810.12
ZINC000255983387,O15826,8810.55
ZINC000006093534,O15826,8810.55
ZINC000095618571,O15826,8810.55
ZINC000072267023,Q6TUJ5,88103.08
ZINC000001532522,Q27686,8812.01
ZINC000002004425,P48499,8813.7
ZINC000037253587,O15826,8814.32
ZINC000008214614,Q6TUJ5,88149.43
ZINC000100054111,Q27686,8818.23
ZINC000095618668,Q27686,8818.23
ZINC000095618667,Q27686,8818.23
ZINC000095618669,Q27686,8818.23
ZINC000100054103,Q27686,8818.23
ZINC000095618666,Q27686,8818.23
ZINC000022046874,Q27686,88195.03
ZINC000003830421,Q4QHJ8,882.09
ZINC000000507461,O97193,882.33
ZINC000000507462,O97193,882.33
ZINC000001536779,Q4QHJ8,882.5
ZINC000022448983,Q6TUJ5,8822.96
ZINC000005761248,Q6TUJ5,88229.12
ZINC000005761473,Q6TUJ5,88229.12
ZINC000003581355,P48499,88239.49
ZINC000005029557,Q6TUJ5,88239.58
ZINC000009575047,O15826,8824.06
ZINC000000538627,Q6TUJ5,88248.11
ZINC000001530803,Q4QBL1,88248.89
ZINC000095618630,Q27686,8827.55
ZINC000055161806,P48499,8827.82
ZINC000003812863,Q4QBL1,8828.41
ZINC000052509366,P48499,8828.98
ZINC000021303210,P48499,8829.25
ZINC000072190231,P48499,883.22
ZINC000060392779,P48499,883.22
ZINC000028639340,P48499,883.22
ZINC000003938482,P48499,883.22
ZINC000100054198,Q4QHJ8,883.41
ZINC000100054205,Q4QHJ8,883.41
ZINC000261494674,Q4QHJ8,883.41
ZINC000261494676,Q4QHJ8,883.41
ZINC000261494675,Q4QHJ8,883.41
ZINC000100054194,Q4QHJ8,883.41
ZINC000100054201,Q4QHJ8,883.41
ZINC000261494673,Q4QHJ8,883.41
ZINC000012495031,Q4QBL1,883.82
ZINC000253668332,Q6TUJ5,8830.89
ZINC000001530811,O97193,8830.97
ZINC000013543089,Q4QHJ8,8833.52
ZINC000022060259,Q4QBL1,8834.18
ZINC000095618840,P48499,88344.28
ZINC000261494605,P48499,88344.28
ZINC000261494606,P48499,88344.28
ZINC000118915224,P48499,88344.28
ZINC000095618838,P48499,88344.28
ZINC000019362735,P48499,883468.02
ZINC000019362737,P48499,883468.02
ZINC000039208823,Q4QHJ8,88347.19
ZINC000039208822,Q4QHJ8,88347.19
ZINC000004149248,Q4QBL1,884.16
ZINC000100051205,Q4QBL1,884.32
ZINC000003806721,Q4QBL1,884.32
ZINC000000001460,O97193,884.66
ZINC000003922077,Q4QHJ8,884.67
ZINC000229983969,Q4QBL1,884.86
ZINC000000538509,Q6TUJ5,8842.35
ZINC000006716957,O97193,8844.65
ZINC000000001454,Q27686,88447.84
ZINC000001999542,O97193,8846.84
ZINC000001999543,O97193,8846.84
ZINC000238809066,O15826,88473.38
ZINC000017364045,P48499,8848.96
ZINC000000001408,P48499,8848.96
ZINC000000005878,Q4QBL1,88493.3
ZINC000299872476,Q27686,885.28
ZINC000299872477,Q27686,885.28
ZINC000299872475,Q27686,885.28
ZINC000299872478,Q27686,885.28
ZINC000002015981,Q4QHJ8,885.41
ZINC000072206342,Q4QBL1,885.71
ZINC000004096846,Q4QBL1,885.71
ZINC000003918087,Q4QHJ8,885.85
ZINC000003938704,Q4QHJ8,885.85
ZINC000008214573,Q6TUJ5,885036.95
ZINC000000004724,Q4QBL1,8852.37
ZINC000003873921,Q4QHJ8,8852.71
ZINC000005350905,Q6TUJ5,885344.07
ZINC000053122793,Q27686,88544.52
ZINC000052986906,Q27686,88544.52
ZINC000000008492,Q4QBL1,88559.78
ZINC000000001299,O97193,8856.02
ZINC000011680943,Q4QBL1,88566.3
ZINC000000895457,Q4QHJ8,88582.05
ZINC000000901791,Q4QHJ8,88582.05
ZINC000000901736,Q4QHJ8,88582.05
ZINC000000049153,P48499,88584.29
ZINC000021297783,Q4QHJ8,88595.86
ZINC000004261765,P48499,886.72
ZINC000085537017,Q4QHJ8,8860.65
ZINC000017835656,P48499,88606.37
ZINC000007997905,P48499,88606.37
ZINC000001843047,Q27686,88611.14
ZINC000000000711,Q27686,88611.14
ZINC000261494677,P48499,8862.84
ZINC000095618894,P48499,8862.84
ZINC000095618895,P48499,8862.84
ZINC000095618893,P48499,8862.84
ZINC000261494678,P48499,8862.84
ZINC000095618892,P48499,8862.84
ZINC000005783849,P48499,88645.39
ZINC000000895494,Q27686,88649.19
ZINC000001576892,Q27686,88656.49
ZINC000000001288,O97193,8866.45
ZINC000065748339,P48499,8868.77
ZINC000065748340,P48499,8868.77
ZINC000030691763,Q4QHJ8,887.95
ZINC000030691760,Q4QHJ8,887.95
ZINC000002380356,Q6TUJ5,88709.36
ZINC000005140767,Q6TUJ5,8871.63
ZINC000003644762,O97193,8873.61
ZINC000001692966,O97193,8873.61
ZINC000253855706,P48499,8875.86
ZINC000096006021,P48499,8875.86
ZINC000100005670,P48499,88750.96
ZINC000248065211,Q27686,8878.2
ZINC000022058301,Q27686,8878.2
